,disease,link,overview,symptoms,remedies
35,"Tinea pedis, also known as
Athlete's foot",https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841,Athlete's foot (tinea pedis) is a fungal skin infection that usually begins between the toes. It commonly occurs in people whose feet have become very sweaty while confined within tight-fitting shoes.,"['Scaly, peeling or cracked skin between the toes', 'Itchiness, especially right after taking off shoes and socks', 'Inflamed skin that might appear reddish, purplish or grayish, depending on your skin color', 'Burning or stinging', 'Blisters', 'Dry, scaly skin on the bottom of the foot that extends up the side']","['Keep your feet clean and dry. Wash your feet twice a day and gently towel-dry between the toes.', 'Use an antifungal product. After washing and drying your feet, apply an antifungal product. The antifungal terbinafine (Lamisil AT) has been shown to be very effective. Another option is clotrimazole (Lotrimin AF). You may need to experiment to find the product and formulation — ointment, gel, cream, lotion, powder or spray — that work for you. Apply the product to the affected skin as directed — usually twice a day until a week after the rash clears up. It might take 2 to 4 weeks to see results. If the condition comes back, you might need to start applying the product again.', 'Change socks regularly. Change your socks at least once a day — more often if your feet get really sweaty.', 'Wear light, well-ventilated footwear. Avoid shoes made of synthetic material, such as vinyl or rubber. Wear sandals when possible to let your feet air out.', 'Alternate pairs of shoes. Use different shoes from day to day. This gives your shoes time to dry after each use.', 'Protect your feet in public places. Wear waterproof sandals or shoes around public pools, showers and lockers rooms.', 'Try not to scratch the rash. You can try soothing your itchy feet by soaking them in cool water.', ""Don't share shoes. Sharing risks spreading a fungal infection.""]"
36,Tinea versicolor,https://www.mayoclinic.org/diseases-conditions/tinea-versicolor/symptoms-causes/syc-20378385,"Tinea versicolor is a common fungal infection of the skin. The fungus interferes with the normal pigmentation of the skin, resulting in small, discolored patches. These patches may be lighter or darker in color than the surrounding skin and most commonly affect the trunk and shoulders.","['Patches of skin discoloration, usually on the back, chest, neck and upper arms, which may appear lighter or darker than usual', 'Mild itching', 'Scaling']","['Clotrimazole (Lotrimin AF) cream or lotion', 'Miconazole (Micaderm) cream', 'Selenium sulfide (Selsun Blue) 1 percent lotion', 'Terbinafine (Lamisil AT) cream or gel', 'Zinc pyrithione soap']"
37,Tinnitus,https://www.mayoclinic.org/diseases-conditions/tinnitus/symptoms-causes/syc-20350156,"Tinnitus is when you experience ringing or other noises in one or both of your ears. The noise you hear when you have tinnitus isn't caused by an external sound, and other people usually can't hear it. Tinnitus is a common problem. It affects about 15% to 20% of people, and is especially common in older adults.","['Buzzing', 'Roaring', 'Clicking', 'Hissing', 'Humming']","['Use hearing protection. Over time, exposure to loud sounds can damage the nerves in the ears, causing hearing loss and tinnitus. To keep your tinnitus from getting worse, take steps to protect your hearing. If you use chain saws, are a musician, work in an industry that uses loud machinery or use firearms (especially pistols or shotguns), always wear over-the-ear hearing protection.', 'Turn down the volume. Listening to music at very high volume through headphones can contribute to hearing loss and tinnitus.', ""Use white noise. If tinnitus is especially noticeable in quiet settings, try using a white noise machine to mask the noise from tinnitus. If you don't have a white noise machine, a fan, soft music or low-volume radio static also may help."", 'Limit alcohol, caffeine and nicotine. These substances, especially when used in excess, can affect blood flow and contribute to tinnitus.']"
38,"TMD, also known as
TMJ disorders",https://www.mayoclinic.org/diseases-conditions/tmj/symptoms-causes/syc-20350941,"The temporomandibular (tem-puh-roe-man-DIB-u-lur) joint (TMJ) acts like a sliding hinge, connecting your jawbone to your skull. You have one joint on each side of your jaw. TMJ disorders — a type of temporomandibular disorder or TMD — can cause pain in your jaw joint and in the muscles that control jaw movement.","['Pain or tenderness of your jaw', 'Pain in one or both of the temporomandibular joints', 'Aching pain in and around your ear', 'Difficulty chewing or pain while chewing', 'Aching facial pain', 'Locking of the joint, making it difficult to open or close your mouth']","['Avoid overuse of jaw muscles. Eat soft foods. Cut food into small pieces. Steer clear of sticky or chewy food. Avoid chewing gum.', 'Stretching and massage. Your doctor, dentist or physical therapist may show you how to do exercises that stretch and strengthen your jaw muscles and how to massage the muscles yourself.', 'Heat or cold. Applying warm, moist heat or ice to the side of your face may help alleviate pain.']"
39,TMJ disorders,https://www.mayoclinic.org/diseases-conditions/tmj/symptoms-causes/syc-20350941,"The temporomandibular (tem-puh-roe-man-DIB-u-lur) joint (TMJ) acts like a sliding hinge, connecting your jawbone to your skull. You have one joint on each side of your jaw. TMJ disorders — a type of temporomandibular disorder or TMD — can cause pain in your jaw joint and in the muscles that control jaw movement.","['Pain or tenderness of your jaw', 'Pain in one or both of the temporomandibular joints', 'Aching pain in and around your ear', 'Difficulty chewing or pain while chewing', 'Aching facial pain', 'Locking of the joint, making it difficult to open or close your mouth']","['Avoid overuse of jaw muscles. Eat soft foods. Cut food into small pieces. Steer clear of sticky or chewy food. Avoid chewing gum.', 'Stretching and massage. Your doctor, dentist or physical therapist may show you how to do exercises that stretch and strengthen your jaw muscles and how to massage the muscles yourself.', 'Heat or cold. Applying warm, moist heat or ice to the side of your face may help alleviate pain.']"
40,Toe walking in children,https://www.mayoclinic.org/diseases-conditions/toe-walking/symptoms-causes/syc-20378410,"Walking on the toes or the balls of the feet, also known as toe walking, is fairly common in children who are just beginning to walk. Most children outgrow it.","[""A short Achilles tendon. This tendon links the lower leg muscles to the back of the heel bone. If it's too short, it can prevent the heel from touching the ground."", 'Cerebral palsy. Toe walking can be caused by a disorder of movement, muscle tone or posture caused by injury or abnormal development in the parts of the immature brain that control muscle function.', 'Muscular dystrophy. Toe walking sometimes occurs in this genetic disease in which muscle fibers are unusually prone to damage and weaken over time. This diagnosis might be more likely if your child initially walked normally before starting to toe walk.', ""Autism. Toe walking has been linked to autism spectrum disorders, which affect a child's ability to communicate and interact with others.""]",[]
41,"Toenail fungus, also known as
Nail fungus",https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294,"Nail fungus is a common infection of the nail. It begins as a white or yellow-brown spot under the tip of your fingernail or toenail. As the fungal infection goes deeper, the nail may discolor, thicken and crumble at the edge. Nail fungus can affect several nails.","['Thickened', 'Discolored', 'Brittle, crumbly or ragged', 'Misshapen', 'Separated from the nail bed', 'Smelly']","[""Try nonprescription antifungal nail creams and ointments. Several products are available, such as terbinafine (Lamisil). If you notice white markings on the surfaces of the nails, file them off, soak your nails in water, dry them, and apply the medicated cream or lotion. Even if this clears up your symptoms, it's common for the infection to come back."", 'Trim and thin the nails. This helps reduce pain by reducing pressure on the nails. Also, if you do this before applying an antifungal, the drug can reach deeper layers of the nail.']"
42,Tongue cancer,https://www.mayoclinic.org/diseases-conditions/tongue-cancer/symptoms-causes/syc-20378428,Tongue cancer is a form of cancer that begins in the cells of the tongue.,[],[]
43,"Tongue tie, also known as
Tongue-tie (ankyloglossia)",https://www.mayoclinic.org/diseases-conditions/tongue-tie/symptoms-causes/syc-20378452,Tongue-tie (ankyloglossia) is a condition present at birth that restricts the tongue's range of motion.,"['Difficulty lifting the tongue to the upper teeth or moving the tongue from side to side', 'Trouble sticking out the tongue past the lower front teeth', 'A tongue that appears notched or heart shaped when stuck out']",[]
44,Tongue-tie (ankyloglossia),https://www.mayoclinic.org/diseases-conditions/tongue-tie/symptoms-causes/syc-20378452,Tongue-tie (ankyloglossia) is a condition present at birth that restricts the tongue's range of motion.,"['Difficulty lifting the tongue to the upper teeth or moving the tongue from side to side', 'Trouble sticking out the tongue past the lower front teeth', 'A tongue that appears notched or heart shaped when stuck out']",[]
