,disease,link,overview,symptoms,remedies
1283,Marfan syndrome,https://www.mayoclinic.org/diseases-conditions/marfan-syndrome/symptoms-causes/syc-20350782,"Marfan syndrome is an inherited disorder that affects connective tissue — the fibers that support and anchor your organs and other structures in your body. Marfan syndrome most commonly affects the heart, eyes, blood vessels and skeleton.","['Tall and slender build', 'Disproportionately long arms, legs and fingers', 'A breastbone that protrudes outward or dips inward', 'A high, arched palate and crowded teeth', 'Heart murmurs', 'Extreme nearsightedness', 'An abnormally curved spine', 'Flat feet']","['Contact lenses instead of glasses', 'A brace for scoliosis', 'Dental work for crowded teeth', 'Clothes that flatter a tall, thin frame']"
1284,"Mastalgia, also known as
Breast pain",https://www.mayoclinic.org/diseases-conditions/breast-pain/symptoms-causes/syc-20350423,"Breast pain (mastalgia) can be described as tenderness, throbbing, sharp, stabbing, burning pain or tightness in the breast tissue. The pain may be constant or it may occur only occasionally, and it can occur in men, women and transgender people.","['Continues daily for more than a couple of weeks', 'Occurs in one specific area of your breast', 'Seems to be getting worse over time', 'Interferes with daily activities', 'Awakens you from sleep']",[]
1285,Mastitis,https://www.mayoclinic.org/diseases-conditions/mastitis/symptoms-causes/syc-20374829,"Mastitis is an inflammation of breast tissue that sometimes involves an infection. The inflammation results in breast pain, swelling, warmth and redness. You might also have fever and chills.","['Breast tenderness or warmth to the touch', 'Breast swelling', 'Thickening of breast tissue, or a breast lump', 'Pain or a burning sensation continuously or while breast-feeding', 'Skin redness, often in a wedge-shaped pattern', 'Generally feeling ill', 'Fever of 101 F (38.3 C) or greater']","['Avoid prolonged overfilling of your breast with milk before breast-feeding', 'Apply cool compresses or ice packs to your breast after breast-feeding', 'Wear a supportive bra', 'Rest as much as possible']"
1286,MCAD deficiency,https://www.mayoclinic.org/diseases-conditions/mcad-deficiency/symptoms-causes/syc-20353745,"Medium-chain acyl-CoA dehydrogenase (MCAD) deficiency is an inherited disorder that prevents your body from breaking down certain fats and converting them into energy. As a result, the level of sugar in your blood can drop dangerously low (hypoglycemia). MCAD deficiency is present from birth and is a lifelong condition.","['Vomiting', 'Lack of energy', 'Low blood sugar (hypoglycemia)']","['Avoid fasting', 'Know the warning signs of hypoglycemia and treat it immediately', 'Eat complex carbohydrates before extra activity or exercise', 'Increase calories with extra complex carbohydrates during illness, stress or increased activity', 'Always carry complex carbohydrate snacks', 'Always carry a source of simple carbohydrates to treat hypoglycemia']"
1287,"MD, also known as
Muscular dystrophy",https://www.mayoclinic.org/diseases-conditions/muscular-dystrophy/symptoms-causes/syc-20375388,"Muscular dystrophy is a group of diseases that cause progressive weakness and loss of muscle mass. In muscular dystrophy, abnormal genes (mutations) interfere with the production of proteins needed to form healthy muscle.","['Frequent falls', 'Difficulty rising from a lying or sitting position', 'Trouble running and jumping', 'Waddling gait', 'Walking on the toes', 'Large calf muscles', 'Muscle pain and stiffness', 'Learning disabilities', 'Delayed growth']",[]
1288,Measles,https://www.mayoclinic.org/diseases-conditions/measles/symptoms-causes/syc-20374857,,,
0,Measles,https://www.mayoclinic.org/diseases-conditions/measles/symptoms-causes/syc-20374857,"Measles is a childhood infection caused by a virus. Once quite common, measles can now almost always be prevented with a vaccine.","['Fever', 'Dry cough', 'Runny nose', 'Sore throat', 'Inflamed eyes (conjunctivitis)', ""Tiny white spots with bluish-white centers on a red background found inside the mouth on the inner lining of the cheek — also called Koplik's spots"", 'A skin rash made up of large, flat blotches that often flow into one another']","['Take it easy. Get rest and avoid busy activities.', 'Drink plenty of fluids. Drink plenty of water, fruit juice and herbal tea to replace fluids lost by fever and sweating. If needed, you can buy rehydration solutions without a prescription. These solutions contain water and salts in specific proportions to replace both fluids and electrolytes.', 'Moisten the air. Use a humidifier to relieve a cough and sore throat. Adding moisture to the air can help ease discomfort. Choose a cool-mist humidifier and clean it daily because bacteria and molds can flourish in some humidifiers.', 'Moisten your nose. Saline nasal sprays can soothe irritation by keeping the inside of the nose moist.', 'Rest your eyes. If you or your child finds bright light irritating, as do many people with measles, keep the lights low or wear sunglasses. Also avoid reading or watching television if light from a reading lamp or from the television is bothersome.']"
1,"Measles, German, also known as
Rubella",https://www.mayoclinic.org/diseases-conditions/rubella/symptoms-causes/syc-20377310,"Rubella is a contagious viral infection best known by its distinctive red rash. It's also called German measles or three-day measles. This infection may cause mild or no symptoms in most people. However, it can cause serious problems for unborn babies whose mothers become infected during pregnancy.","['Mild fever of 102 F (38.9 C) or lower', 'Headache', 'Stuffy or runny nose', 'Red, itchy eyes', 'Enlarged, tender lymph nodes at the base of the skull, the back of the neck and behind the ears', 'A fine, pink rash that begins on the face and quickly spreads to the trunk and then the arms and legs, before disappearing in the same order', 'Aching joints, especially in young women']","['Bed rest', 'Acetaminophen (Tylenol, others) for relief from fever and aches']"
2,"Medial epicondylitis, also known as
Golfer's elbow",https://www.mayoclinic.org/diseases-conditions/golfers-elbow/symptoms-causes/syc-20372868,Golfer's elbow is a condition that causes pain where the tendons of your forearm muscles attach to the bony bump on the inside of your elbow. The pain might spread into your forearm and wrist.,"['Pain and tenderness. Usually felt on the inner side of your elbow, the pain sometimes extends along the inner side of your forearm. Pain typically worsens with certain movements.', 'Stiffness. Your elbow may feel stiff, and making a fist might hurt.', 'Weakness. You may have weakness in your hands and wrists.', 'Numbness or tingling. These sensations might radiate into one or more fingers — usually the ring and little fingers.']",[]
3,"Medial tibial stress syndrome, also known as
Shin splints",https://www.mayoclinic.org/diseases-conditions/shin-splints/symptoms-causes/syc-20354105,"The term ""shin splints"" refers to pain along the shin bone (tibia) — the large bone in the front of your lower leg. Shin splints are common in runners, dancers and military recruits.","[""You're a runner, especially one beginning a running program"", 'You suddenly increase the duration, frequency or intensity of exercise', 'You run on uneven terrain, such as hills, or hard surfaces, such as concrete', ""You're in military training"", 'You have flat feet or high arches']",[]
4,Median arcuate ligament syndrome (MALS),https://www.mayoclinic.org/diseases-conditions/median-arcuate-ligament-syndrome-mals/symptoms-causes/syc-20505001,"Median arcuate ligament syndrome (MALS) occurs when the arc-shaped band of tissue in the chest area (median arcuate ligament) presses on, or traps, the artery that supplies blood to the organs in your upper abdomen (celiac artery).","['Pain in the upper middle stomach area, which may go away when leaning forward', 'Stomach pain after eating, exercising or shifting body position', 'Fear of eating food due to pain, leading to significant weight loss — usually greater than 20 pounds (9.1 kilograms)', 'Bloating', 'Nausea and vomiting', 'Diarrhea']","[""Be aware of any pre-appointment restrictions. When you make the appointment, be sure to ask if there's anything you need to do in advance, such as not drinking or eating anything for a few hours. You may need to do this if your doctor orders blood or imaging tests."", 'Write down all your symptoms, including any that may seem unrelated to median arcuate ligament syndrome.', 'Write down key personal information, including any family history of heart disease, stroke, high blood pressure, blood clots, and any major stresses or recent life changes.', ""Make a list of all medications, vitamins or supplements that you're taking."", 'Bring a family member or friend with you, if possible. Sometimes it can be difficult to understand and remember all the information received during an appointment. The person who goes with you may remember something that you missed or forgot.', 'Write down questions to ask your doctor.']"
