,disease,link,overview,symptoms,remedies
81,Myelofibrosis,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057,Myelofibrosis is an uncommon type of bone marrow cancer that disrupts your body's normal production of blood cells.,"['Feeling tired, weak or short of breath, usually because of anemia', 'Pain or fullness below your ribs on the left side, due to an enlarged spleen', 'Easy bruising', 'Easy bleeding', 'Excessive sweating during sleep (night sweats)', 'Fever', 'Bone pain']",[]
82,"Myocardial infarction, also known as
Heart attack",https://www.mayoclinic.org/diseases-conditions/heart-attack/symptoms-causes/syc-20373106,"A heart attack occurs when the flow of blood to the heart is severely reduced or blocked. The blockage is usually due to a buildup of fat, cholesterol and other substances in the heart (coronary) arteries. The fatty, cholesterol-containing deposits are called plaques. The process of plaque buildup is called atherosclerosis.","['Chest pain that may feel like pressure, tightness, pain, squeezing or aching', 'Pain or discomfort that spreads to the shoulder, arm, back, neck, jaw, teeth or sometimes the upper belly', 'Cold sweat', 'Fatigue', 'Heartburn or indigestion', 'Lightheadedness or sudden dizziness', 'Nausea', 'Shortness of breath']","[""Exercise. Regular exercise helps improve heart health. As a general goal, aim for at least 30 minutes of moderate or vigorous physical activity five or more days a week. If you've had a heart attack or heart surgery, you may have activity restrictions. Ask your health care provider what's best for you."", 'Eat a heart-healthy diet. Avoid or limit foods with a lot of saturated fat, trans fats, salt and sugar. Choose whole grains, fruits, vegetables, and lean proteins, such as fish and beans.', 'Maintain a healthy weight. Too much weight strains the heart. Being overweight increases the risk of high cholesterol, high blood pressure and diabetes.', ""Don't smoke. Quitting smoking is the most important thing you can do to improve heart health. Also, avoid being around secondhand smoke. If you need to quit, ask your provider for help."", 'Limit alcohol. If you choose to drink alcohol, do so in moderation. For healthy adults, that means up to one drink a day for women and up to two drinks a day for men.', ""Get regular health checkups. Some of the major risk factors for a heart attack — high blood cholesterol, high blood pressure and diabetes — don't cause early symptoms."", 'Manage blood pressure, cholesterol and blood sugar. Ask your provider how often you need to have your blood pressure, blood sugar and cholesterol levels checked.', 'Control stress. Find ways to help reduce emotional stress. Getting more exercise, practicing mindfulness and connecting with others in support groups are some ways to ease stress.']"
83,Myocardial ischemia,https://www.mayoclinic.org/diseases-conditions/myocardial-ischemia/symptoms-causes/syc-20375417,"Myocardial ischemia occurs when blood flow to your heart is reduced, preventing the heart muscle from receiving enough oxygen. The reduced blood flow is usually the result of a partial or complete blockage of your heart's arteries (coronary arteries).","['Neck or jaw pain', 'Shoulder or arm pain', 'A fast heartbeat', 'Shortness of breath when you are physically active', 'Nausea and vomiting', 'Sweating', 'Fatigue']","['Quit smoking. Talk to your doctor about smoking cessation strategies. Also try to avoid secondhand smoke.', 'Manage underlying health conditions. Treat diseases or conditions that can increase your risk of myocardial ischemia, such as diabetes, high blood pressure and high blood cholesterol.', ""Eat a healthy diet. Limit saturated fat and eat lots of whole grains, fruits and vegetables. Know your cholesterol numbers and ask your doctor if you've reduced them to the recommended level."", 'Exercise. Talk to your doctor about starting a safe exercise plan to improve blood flow to your heart.', ""Maintain a healthy weight. If you're overweight, talk to your doctor about weight-loss options."", 'Decrease stress. Practice healthy techniques for managing stress, such as muscle relaxation and deep breathing.']"
84,Myocarditis,https://www.mayoclinic.org/diseases-conditions/myocarditis/symptoms-causes/syc-20352539,"Myocarditis is inflammation of the heart muscle (myocardium). The inflammation can reduce the heart's ability to pump blood. Myocarditis can cause chest pain, shortness of breath, and rapid or irregular heart rhythms (arrhythmias).","['Chest pain', 'Fatigue', 'Swelling of the legs, ankles and feet', 'Rapid or irregular heartbeat (arrhythmias)', 'Shortness of breath, at rest or during activity', 'Light-headedness or feeling like you might faint', 'Flu-like symptoms such as headache, body aches, joint pain, fever or sore throat']","['Limit salt.', 'Avoid or limit alcohol.', ""Don't smoke.""]"
85,Myoclonus,https://www.mayoclinic.org/diseases-conditions/myoclonus/symptoms-causes/syc-20350459,"Myoclonus refers to a quick, involuntary muscle jerk. Hiccups are a form of myoclonus, as are the sudden jerks, or ""sleep starts,"" you may feel just before falling asleep. These forms of myoclonus occur in healthy people and rarely present a problem.","['Sudden', 'Brief', 'Involuntary', 'Shock-like', 'Variable in intensity and frequency', 'Localized to one part of the body or all over the body', 'Sometimes severe enough to interfere with eating, speaking or walking']",[]
86,Myofascial pain syndrome,https://www.mayoclinic.org/diseases-conditions/myofascial-pain-syndrome/symptoms-causes/syc-20375444,"Myofascial pain syndrome is a chronic pain disorder. In this condition, pressure on sensitive points in your muscles (trigger points) causes pain in the muscle and sometimes in seemingly unrelated parts of your body. This is called referred pain.","['Deep, aching pain in a muscle', 'Pain that persists or worsens', 'A tender knot in a muscle', 'Difficulty sleeping due to pain']","['Exercise. Gentle exercise can help you cope better with pain. When your pain allows, get moving. Ask your doctor or physical therapist about appropriate exercises.', ""Relax. If you're stressed and tense, you may experience more pain. Find ways to relax. Meditating, writing in a journal or talking with friends can all be helpful."", 'Take care of your body. Eat a healthy diet full of fruits and vegetables. Get enough sleep so that you wake rested. Take care of your body so that you can put your energy toward coping with your pain.']"
87,"Myopia, also known as
Nearsightedness",https://www.mayoclinic.org/diseases-conditions/nearsightedness/symptoms-causes/syc-20375556,"Nearsightedness (myopia) is a common vision condition in which near objects appear clear, but objects farther away look blurry. It occurs when the shape of the eye — or the shape of certain parts of the eye — causes light rays to bend (refract) inaccurately. Light rays that should be focused on nerve tissues at the back of the eye (retina) are focused in front of the retina.","['Blurry vision when looking at distant objects', 'The need to squint or partially close the eyelids to see clearly', 'Headaches', 'Eyestrain']","['Get regular eye exams.', 'Protect your eyes from the sun.', 'Wear protective eyewear during sports or work that can result in eye injuries.', 'Use good lighting when reading and working.', 'Wear prescription lenses as directed.', 'Care for prescription glasses or contact lenses as directed.', 'Rest your eyes from computer or other close-up work every 20 minutes by looking at something 20 feet away for 20 seconds.', 'Eat healthy foods.', 'Get regular exercise.', 'Control health conditions, such as high blood pressure or diabetes, that can affect your vision.', ""Don't smoke.""]"
88,Myxofibrosarcoma,https://www.mayoclinic.org/diseases-conditions/myxofibrosarcoma/cdc-20387740,,[],[]
89,Naegleria infection,https://www.mayoclinic.org/diseases-conditions/naegleria-infection/symptoms-causes/syc-20375470,"Naegleria (nay-GLEER-e-uh) infection is a rare and almost always fatal brain infection. Naegleria infection is caused by an amoeba commonly found in warm, freshwater lakes, rivers and hot springs. Exposure to the amoeba usually occurs during swimming or other water sports.","['Fever', 'Sudden, severe headache', 'Nausea and vomiting', 'Nasal congestion or discharge', 'Changes in smell or taste']",[]
90,Nail fungus,https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294,"Nail fungus is a common infection of the nail. It begins as a white or yellow-brown spot under the tip of your fingernail or toenail. As the fungal infection goes deeper, the nail may discolor, thicken and crumble at the edge. Nail fungus can affect several nails.","['Thickened', 'Discolored', 'Brittle, crumbly or ragged', 'Misshapen', 'Separated from the nail bed', 'Smelly']","[""Try nonprescription antifungal nail creams and ointments. Several products are available, such as terbinafine (Lamisil). If you notice white markings on the surfaces of the nails, file them off, soak your nails in water, dry them, and apply the medicated cream or lotion. Even if this clears up your symptoms, it's common for the infection to come back."", 'Trim and thin the nails. This helps reduce pain by reducing pressure on the nails. Also, if you do this before applying an antifungal, the drug can reach deeper layers of the nail.']"
